timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-05T00:48:54,grocerynet50 inference,4edfe6c2-612a-4ba3-abef-1b574056c897,inference,0.007522016763687134,2.7878956424306953e-05,0.003706314051158971,62.5,0.0,141.1991457939148,5.6458493151391536e-05,0,0.00012737900387667936,0.0001838374970280709,Denmark,DNK,capital region,,,Linux-5.15.156.el8-x86_64-with-glibc2.39,3.12.3,2.8.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.6014,55.6482,376.53105545043945,machine,N,1.0
