timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-27T15:29:51,ResNet50 Fine-tuning,e7c0a1ae-dbfd-4ffc-b24b-1c1f3dda14d6,ResNet50_Fine_tuning,39.75692367181182,0.008252061497692057,0.00020756287799860324,62.5,0.0,141.1991457939148,0.0166960022198489,0,0.03771917415794244,0.05441517637779134,Denmark,DNK,capital region,,,Linux-5.15.156.el8-x86_64-with-glibc2.39,3.12.3,2.8.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.6014,55.6482,376.53105545043945,machine,N,1.0
