timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-24T02:57:25,ResNet50 Fine-tuning,cdf802aa-d24b-4803-b5b8-ba0a567d098b,ResNet50_Fine_tuning,35.92621858417988,0.04442941319504831,0.0012366849322297676,62.5,0.0,141.1991457939148,0.08989162790715151,0,0.20308175287127464,0.29297338077842605,Denmark,DNK,zealand,,,Linux-5.15.156.el8-x86_64-with-glibc2.39,3.12.3,2.8.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.86,55.5937,376.53105545043945,machine,N,1.0
