timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-27T16:08:48,ResNet50 Fine-tuning,bc4485d1-7037-4928-b690-882538aacbdc,ResNet50_Fine_tuning,39.10359281487763,0.015990314721418916,0.00040892188083891686,62.5,0.0,141.1991457939148,0.03235237260417004,0,0.07308986096931441,0.10544223357348445,Denmark,DNK,capital region,,,Linux-5.15.156.el8-x86_64-with-glibc2.39,3.12.3,2.8.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.6014,55.6482,376.53105545043945,machine,N,1.0
