Victor,out/test_images\Melon_test_image_955.jpg,"1. Melon: 100.00%, 2. Lemon: 0.00%, 3. Papaya: 0.00%, 4. Pineapple: 0.00%, 5. Potato: 0.00%","1. Melon: 100.00%, 2. Lemon: 0.00%, 3. Papaya: 0.00%, 4. Peach: 0.00%, 5. Plum: 0.00%",2,4,dårlig,god
Victor,out/test_images\Pepper_test_image_46.jpg,"1. Pepper: 100.00%, 2. Apple: 0.00%, 3. Cucumber: 0.00%, 4. Zucchini: 0.00%, 5. Mushroom: 0.00%","1. Pepper: 100.00%, 2. Tomato: 0.00%, 3. Zucchini: 0.00%, 4. Carrots: 0.00%, 5. Apple: 0.00%",4,4,,
e,out/test_images\Milk_test_image_29.jpg,"1. Milk: 97.90%, 2. Sour-Milk: 0.73%, 3. Soyghurt: 0.66%, 4. Soy-Milk: 0.36%, 5. Sour-Cream: 0.16%","1. Milk: 100.00%, 2. Sour-Milk: 0.00%, 3. Soyghurt: 0.00%, 4. Sour-Cream: 0.00%, 5. Soy-Milk: 0.00%",3,3,,
e,out/test_images\Avocado_test_image_847.jpg,"1. Avocado: 99.48%, 2. Red-Beet: 0.47%, 3. Oat-Milk: 0.01%, 4. Plum: 0.01%, 5. Passion-Fruit: 0.01%","1. Avocado: 100.00%, 2. Red-Beet: 0.00%, 3. Kiwi: 0.00%, 4. Passion-Fruit: 0.00%, 5. Plum: 0.00%",4,4,,
f,out/test_images\Potato_test_image_346.jpg,"1. Potato: 98.26%, 2. Melon: 0.82%, 3. Kiwi: 0.58%, 4. Lemon: 0.16%, 5. Onion: 0.10%","1. Potato: 99.83%, 2. Melon: 0.09%, 3. Kiwi: 0.06%, 4. Lemon: 0.01%, 5. Red-Beet: 0.00%",3,3,,
f,out/test_images\Apple_test_image_499.jpg,"1. Apple: 99.55%, 2. Tomato: 0.12%, 3. Nectarine: 0.11%, 4. Pear: 0.09%, 5. Satsumas: 0.02%","1. Apple: 99.94%, 2. Nectarine: 0.03%, 3. Satsumas: 0.02%, 4. Pomegranate: 0.01%, 5. Tomato: 0.00%",4,4,,
